bu,requestStorePath,R0_pct,AIS_pct,ads_CTR_pct,org_CTR_pct,ads_CABN_per_click_pct,org_CABN_per_click_pct,ads_imp,org_imp,all_impressions,ads_clicks,org_clicks,all_clicks,ads_atc,ads_bnc,ads_cabn,org_atc,org_bnc,org_cabn,all_atc,all_bnc,R0_bucket,AIS_bucket
Large,j9e/abm/n0f,30.7321,3.2800,4.3814,3.1243,2.8000,5.4023,5706,168259,173965,250,5257,5507,1,6,7,81,203,284,82,209,25–40%,<5%
EmergingElectronics,tyy/4mr/52s,13.1290,3.1344,1.6740,2.9572,5.4945,9.3800,5436,167994,173430,91,4968,5059,0,5,5,146,320,466,146,325,0–25%,<5%
BGM,qoc/jl8/lxm,14.1695,2.0415,2.9379,3.4022,11.5385,31.6145,3540,169861,173401,104,5779,5883,2,10,12,168,1659,1827,170,1669,0–25%,<5%
Home,upp/tnx/neu,67.7368,20.3466,2.7991,3.0667,4.0568,4.9421,35225,137900,173125,986,4229,5215,27,13,40,141,68,209,168,81,60–70%,15–25%
BGM,g9b/ffi/ttr/q3d,46.3671,39.6939,2.6347,4.0104,19.9889,24.4658,68358,103855,172213,1801,4165,5966,214,146,360,543,476,1019,757,622,40–50%,35–40%
BGM,g9b/ffi/ssf/vpf,64.4826,43.8755,3.0050,3.6399,13.8570,16.6050,75407,96459,171866,2266,3511,5777,144,170,314,226,357,583,370,527,60–70%,>40%
BGM,ypu/ujd,35.5025,28.2220,3.0739,3.8550,4.3712,9.2347,48375,123034,171409,1487,4743,6230,25,40,65,166,272,438,191,312,25–40%,25–30%
Lifestyle,mcr/96v/0ew/gs6,25.2577,15.5138,1.1533,2.3136,3.9344,5.3121,26445,144016,170461,305,3332,3637,2,10,12,98,79,177,100,89,25–40%,15–25%
Home,upp/xim/r0j,64.5369,34.7188,3.1791,3.1763,10.8036,10.4533,59105,111134,170239,1879,3530,5409,68,135,203,124,245,369,192,380,60–70%,30–35%
EmergingElectronics,0pm/0o7/2to/6h8,11.0369,12.3831,1.3135,3.5461,2.8986,5.5008,21012,148671,169683,276,5272,5548,4,4,8,65,225,290,69,229,0–25%,5–15%
BGM,1mt/85k/xpu,48.4506,28.5662,2.4043,2.9225,5.5938,8.8901,48330,120856,169186,1162,3532,4694,29,36,65,93,221,314,122,257,40–50%,25–30%
Lifestyle,clo/qfi/gkj,63.7320,24.1388,1.8130,2.1663,2.4357,2.4865,40761,128100,168861,739,2775,3514,9,9,18,45,24,69,54,33,60–70%,15–25%
BGM,1mt/u7j/bgv,82.0252,29.3353,1.8985,1.9518,11.7773,11.2840,49197,118509,167706,934,2313,3247,39,71,110,104,157,261,143,228,70–100%,25–30%
Home,rja,103.7954,40.2633,2.6539,2.3943,15.8101,15.9432,67449,100071,167520,1790,2396,4186,94,189,283,141,241,382,235,430,>100%,>40%
BGM,qoc/jl8/pn6,66.1399,44.3527,2.4409,3.3765,12.3614,12.2006,73908,92729,166637,1804,3131,4935,44,179,223,99,283,382,143,462,60–70%,>40%
Home,h1m/hww/slm/hnz,77.0106,17.8698,4.7481,4.3833,7.7904,8.7798,29738,136677,166415,1412,5991,7403,34,76,110,155,371,526,189,447,70–100%,15–25%
BGM,kyh/arw/jq6,4.3585,16.4630,0.8576,5.3122,5.1282,17.1856,27286,138455,165741,234,7355,7589,4,8,12,300,964,1264,304,972,0–25%,15–25%
Lifestyle,clo/qfl/v5v/cev,67.5626,43.9884,2.7955,3.1355,2.4667,3.1088,72510,92329,164839,2027,2895,4922,22,28,50,23,67,90,45,95,60–70%,>40%
Home,upp/tnx/yhy,67.2788,16.2618,3.8586,3.3648,10.4449,9.1105,26797,137988,164785,1034,4643,5677,53,55,108,198,225,423,251,280,60–70%,15–25%
Lifestyle,osp/mba/o3t/drt,39.5886,29.6867,2.7316,3.8094,1.6504,2.2258,48799,115581,164380,1333,4403,5736,9,13,22,32,66,98,41,79,25–40%,25–30%
BGM,ypu,89.9421,26.1898,2.0943,2.1081,10.0999,9.5853,43021,121245,164266,901,2556,3457,39,52,91,88,157,245,127,209,70–100%,25–30%
BGM,mgl/ksc/99s,79.1737,5.0126,1.6180,2.0267,12.7820,6.5569,8220,155767,163987,133,3157,3290,11,6,17,99,108,207,110,114,70–100%,5–15%
CoreElectronics,6bo/jdy,97.1929,17.3165,3.8939,3.2295,3.9855,3.7969,28352,135376,163728,1104,4372,5476,14,30,44,60,106,166,74,136,70–100%,15–25%
BGM,kyh/fdp/urx,92.3349,46.0726,5.5016,4.9865,8.0696,9.0412,75232,88058,163290,4139,4391,8530,142,192,334,154,243,397,296,435,70–100%,>40%
Home,jhg/yqn/0le,46.5713,32.5531,2.5856,3.1473,2.6393,3.7209,52754,109301,162055,1364,3440,4804,11,25,36,70,58,128,81,83,40–50%,30–35%
BGM,1mt/m2b/xzn/8wu,20.9335,4.3876,1.5669,2.2983,4.5045,5.7497,7084,154372,161456,111,3548,3659,0,5,5,76,128,204,76,133,0–25%,<5%
CoreElectronics,6bo/ai3/0rp,68.8902,43.2387,3.8295,4.4883,13.1461,15.3116,69722,91527,161249,2670,4108,6778,156,195,351,286,343,629,442,538,60–70%,>40%
BGM,kyh/ie7/gua,114.6502,43.6413,4.3060,3.7588,12.0268,9.7771,69322,89523,158845,2985,3365,6350,96,263,359,128,201,329,224,464,>100%,>40%
Furniture,wwe/4n6,114.5843,26.9485,4.1199,3.2060,3.6869,3.9258,42792,116000,158792,1763,3719,5482,33,32,65,73,73,146,106,105,>100%,25–30%
Furniture,wwe/ur9/0t7,47.5699,30.3860,2.5259,2.8746,2.0542,3.4037,48180,110380,158560,1217,3173,4390,6,19,25,40,68,108,46,87,40–50%,30–35%
Home,upp/5ix/w52,46.7000,27.4126,1.5903,2.4944,5.2098,6.2369,43452,115059,158511,691,2870,3561,26,10,36,116,63,179,142,73,40–50%,25–30%
Furniture,wwe/6by/9dn,49.0168,36.3056,2.3589,3.0593,2.7306,3.6328,57442,100776,158218,1355,3083,4438,23,14,37,61,51,112,84,65,40–50%,35–40%
Home,upp/d7m/o8z,88.2772,40.0781,3.5308,3.2497,19.8117,20.1629,63186,94471,157657,2231,3070,5301,100,342,442,166,453,619,266,795,70–100%,>40%
BGM,kyh/utp/bte,32.0416,21.8518,2.5479,5.1186,7.9818,17.1560,34421,123099,157520,877,6301,7178,29,41,70,331,750,1081,360,791,25–40%,15–25%
Home,h1m/hww/slm/6po,63.1498,15.2941,3.1442,2.4583,4.7556,4.4234,24076,133344,157420,757,3278,4035,6,30,36,23,122,145,29,152,60–70%,15–25%
Home,b8s/po2/qpy,76.3259,26.1049,3.1547,2.2238,7.2587,6.9659,41050,116200,157250,1295,2584,3879,40,54,94,51,129,180,91,183,70–100%,25–30%
Home,upp/ldf/laj,76.8042,39.4810,3.4625,3.4340,15.7429,18.6275,62008,95050,157058,2147,3264,5411,136,202,338,198,410,608,334,612,70–100%,35–40%
EmergingElectronics,ckf/see,37.2472,8.8843,2.5866,2.9501,3.8889,4.3933,13918,142741,156659,360,4211,4571,6,8,14,65,120,185,71,128,25–40%,5–15%
BGM,1mt/m2b/iic/guc,34.4739,10.8871,2.5103,2.4785,9.5794,12.8650,17050,139558,156608,428,3459,3887,13,28,41,155,290,445,168,318,25–40%,5–15%
BGM,g9b/5nz/b1b,74.3498,32.1493,2.9911,3.9537,17.5766,15.9427,50215,105978,156193,1502,4190,5692,65,199,264,203,465,668,268,664,70–100%,30–35%
Lifestyle,clo/qvw/64a,109.2498,28.8256,2.0921,2.2661,2.1277,1.7502,44931,110941,155872,940,2514,3454,10,10,20,26,18,44,36,28,>100%,25–30%
BGM,p3t/ljf/nct/vvl,18.7640,32.1857,2.5232,3.1325,2.5357,7.9370,50015,105380,155395,1262,3301,4563,15,17,32,108,154,262,123,171,0–25%,30–35%
Large,j9e/m38/aao,86.3007,41.3341,2.1360,2.9671,12.7007,8.3302,64139,91033,155172,1370,2701,4071,10,164,174,17,208,225,27,372,70–100%,>40%
BGM,kyh/7j3/yr4,92.9254,46.4431,2.3667,2.3436,4.9853,5.1361,72042,83077,155119,1705,1947,3652,53,32,85,44,56,100,97,88,70–100%,>40%
Large,j9e/m38/1vj,39.8158,32.8281,3.2379,3.9701,8.3993,12.0087,50742,103827,154569,1643,4122,5765,75,63,138,234,261,495,309,324,25–40%,30–35%
Home,upp/ldf/wmd,33.7125,7.3029,2.2645,2.9083,7.8431,9.6945,11261,142937,154198,255,4157,4412,11,9,20,196,207,403,207,216,25–40%,5–15%
Lifestyle,clo/upk/fj9/bsv,55.4900,22.4758,1.9519,2.8362,1.4793,1.5348,34633,119457,154090,676,3388,4064,1,9,10,30,22,52,31,31,50–60%,15–25%
CoreElectronics,zlw/nyl/bvv/x5e/n0n,69.1082,46.1149,5.2457,4.9159,10.0134,13.3366,71011,82976,153987,3725,4079,7804,118,255,373,154,390,544,272,645,60–70%,>40%
Home,b8s/8dw/ufb,98.1860,49.3134,4.3279,3.5106,22.0158,23.5939,75880,77993,153873,3284,2738,6022,203,520,723,174,472,646,377,992,70–100%,>40%
Home,h1m/um7/sd1/0k2,35.6774,32.5310,4.2957,5.1945,9.9628,20.6794,50003,103706,153709,2148,5387,7535,89,125,214,389,725,1114,478,850,25–40%,30–35%
Lifestyle,clo/qd8/y9u/222,37.3670,29.5288,1.3000,2.2095,4.7538,5.8602,45307,108126,153433,589,2389,2978,9,19,28,72,68,140,81,87,25–40%,25–30%
BGM,qoc/acb/aa3/qzw,62.3334,40.5441,3.8247,3.5990,9.0450,12.4390,62148,91137,153285,2377,3280,5657,63,152,215,108,300,408,171,452,60–70%,>40%
BGM,tng/8r2,38.9879,31.4250,2.9825,3.7634,13.1983,22.3434,48013,104773,152786,1432,3943,5375,56,133,189,163,718,881,219,851,25–40%,30–35%
Home,jra/knw/gjh,81.9293,31.6252,2.2178,2.5880,8.7933,8.9359,48200,104210,152410,1069,2697,3766,64,30,94,138,103,241,202,133,70–100%,30–35%
Home,h1m/hww/5gd/fv0,84.7167,37.4199,3.1411,3.0668,9.7534,10.6419,56796,94984,151780,1784,2913,4697,50,124,174,99,211,310,149,335,70–100%,35–40%
Lifestyle,reh/plk/t1w,75.6139,39.1845,2.8033,3.0696,10.2579,11.1543,59466,92293,151759,1667,2833,4500,110,61,171,186,130,316,296,191,70–100%,35–40%
Home,rja/z2d/jms,36.9475,31.2393,2.6580,3.5566,8.0159,13.6351,47404,104341,151745,1260,3711,4971,47,54,101,221,285,506,268,339,25–40%,30–35%
BGM,kyh/fdp/q59,50.1295,43.5660,2.3022,3.6029,4.5063,5.0670,65545,84905,150450,1509,3059,4568,58,10,68,112,43,155,170,53,50–60%,>40%
BGM,1mt/ztf/tbi/ehz,75.3016,48.2066,3.3030,3.5468,19.7995,21.6872,72480,77873,150353,2394,2762,5156,133,341,474,189,410,599,322,751,70–100%,>40%
BGM,ypu/ttd,65.1277,12.7768,2.0104,1.8768,3.3679,4.7967,19200,131072,150272,386,2460,2846,6,7,13,30,88,118,36,95,60–70%,5–15%
BGM,mgl/ksc/vkl,110.5509,22.6355,2.5647,2.5260,6.7738,6.7190,33961,116073,150034,871,2932,3803,41,18,59,109,88,197,150,106,>100%,15–25%
BGM,d69/thr/bap/4ol,59.3312,4.7563,2.8157,3.7508,13.0000,21.7994,7103,142235,149338,200,5335,5535,15,11,26,465,698,1163,480,709,50–60%,<5%
Home,b8s/ecr/n1g,45.8759,17.7529,3.4418,3.8888,5.4204,6.3187,26265,121683,147948,904,4732,5636,33,16,49,170,129,299,203,145,40–50%,15–25%
BGM,1mt/m2b/weh/iaz,39.0218,14.9799,1.7735,2.2105,4.0712,7.7338,22159,125766,147925,393,2780,3173,3,13,16,56,159,215,59,172,25–40%,5–15%
BGM,1mt/w8q,114.5537,16.8054,1.9495,1.9112,5.5901,4.1382,24775,122648,147423,483,2344,2827,9,18,27,24,73,97,33,91,>100%,15–25%
CoreElectronics,jek/6l2/e9y,11.0936,16.7071,1.3739,3.2409,2.9586,5.7610,24602,122653,147255,338,3975,4313,2,8,10,31,198,229,33,206,0–25%,15–25%
Home,bro/tez/hpt,66.5543,31.1835,1.8838,2.3268,5.7870,7.0913,45864,101214,147078,864,2355,3219,29,21,50,78,89,167,107,110,60–70%,30–35%
Home,upp/tnx/zvo,34.5594,13.7239,2.4219,2.5045,2.2587,4.2956,20108,126410,146518,487,3166,3653,6,5,11,76,60,136,82,65,25–40%,5–15%
BGM,abc/ulv/oog/zqk,13.0043,4.1121,1.9100,2.3775,5.2174,13.8706,6021,140400,146421,115,3338,3453,2,4,6,205,258,463,207,262,0–25%,<5%
BGM,g9b/lcf/qqm/803,94.6771,43.8705,4.4196,4.0767,19.7814,19.5100,64169,82100,146269,2836,3347,6183,202,359,561,238,415,653,440,774,70–100%,>40%
BGM,1mt/ztf/tbi,110.5093,34.6531,2.3680,2.5083,13.7500,10.5131,50676,95562,146238,1200,2397,3597,54,111,165,87,165,252,141,276,>100%,30–35%
BGM,tng/fkw/jyk,94.6821,22.1547,4.4509,3.3007,14.7427,13.6376,32308,113521,145829,1438,3747,5185,69,143,212,200,311,511,269,454,70–100%,15–25%
BGM,kyh/vxo/ppd,89.9598,39.5697,3.5936,3.2382,12.3606,12.6453,57407,87671,145078,2063,2839,4902,97,158,255,144,215,359,241,373,70–100%,35–40%
Lifestyle,clo/qvw/kpn/9pk,50.8117,31.4361,1.4528,2.1301,3.0211,3.0704,45567,99384,144951,662,2117,2779,12,8,20,39,26,65,51,34,50–60%,30–35%
Lifestyle,clo/qvw/vkb/ieq,74.6645,27.6877,1.7257,2.5904,2.0260,1.4766,40042,104578,144620,691,2709,3400,5,9,14,21,19,40,26,28,70–100%,25–30%
BGM,g9b/lcf/bjl/aw9,50.3551,37.4138,2.6207,3.4583,15.6669,17.0077,54070,90449,144519,1417,3128,4545,123,99,222,227,305,532,350,404,50–60%,35–40%
Home,h1m/hww/slm/mi7,75.1659,29.0746,2.0882,2.1776,4.6750,5.1546,41998,102451,144449,877,2231,3108,14,27,41,21,94,115,35,121,70–100%,25–30%
Lifestyle,clo/qfi/xcx,82.3363,20.2313,1.8316,2.3609,2.8037,2.6113,29210,115170,144380,535,2719,3254,8,7,15,38,33,71,46,40,70–100%,15–25%
BGM,g9b/5nz/b1b/dfs,64.5808,43.5533,4.2393,4.5254,14.3715,17.8736,62864,81474,144338,2665,3687,6352,172,211,383,253,406,659,425,617,60–70%,>40%
EmergingElectronics,tyy/jgu/k0m,63.8054,37.4821,4.3693,4.1052,6.9669,8.5118,53876,89862,143738,2354,3689,6043,79,85,164,181,133,314,260,218,60–70%,35–40%
Lifestyle,mcr/tfz/0x3,0.0000,2.2043,0.5684,0.9373,0.0000,0.9871,3167,140507,143674,18,1317,1335,0,0,0,8,5,13,8,5,0–25%,<5%
CoreElectronics,zlw/79s/76i,66.5153,20.6621,3.1598,2.8354,5.8761,7.1008,29622,113742,143364,936,3225,4161,33,22,55,120,109,229,153,131,60–70%,15–25%
BGM,g9b/ema/me0/fmp,51.8106,42.3459,3.9521,5.3848,15.7059,19.6127,60575,82473,143048,2394,4441,6835,115,261,376,313,558,871,428,819,50–60%,>40%
BGM,tng/sv3/bm8,69.5295,5.7134,2.1550,2.1480,16.4773,14.2314,8167,134777,142944,176,2895,3071,1,28,29,84,328,412,85,356,60–70%,5–15%
BGM,kyh/7j3/5j4,91.4681,43.8221,3.4441,3.3823,15.6845,15.0756,62570,80212,142782,2155,2713,4868,84,254,338,114,295,409,198,549,70–100%,>40%
Home,jra/sl5/hkg,51.0583,5.5579,2.7496,2.9582,2.3041,2.1175,7892,134103,141995,217,3967,4184,3,2,5,50,34,84,53,36,50–60%,5–15%
BGM,kyh/fdp/c5n,36.4272,42.3736,2.7246,3.2518,4.7037,10.1618,60082,81709,141791,1637,2657,4294,41,36,77,105,165,270,146,201,25–40%,>40%
Lifestyle,clo/1hc/5d2/ac8,25.0232,33.0458,1.8193,2.8637,0.8226,1.7318,46775,94771,141546,851,2714,3565,6,1,7,29,18,47,35,19,25–40%,30–35%
BGM,abc/ppq/31s,70.1803,30.7119,3.7621,3.4392,6.0625,6.8587,43407,97929,141336,1633,3368,5001,43,56,99,111,120,231,154,176,70–100%,30–35%
CoreElectronics,6bo/tia/ffn,67.4215,38.0149,3.0565,3.0952,9.0409,10.2479,53558,87329,140887,1637,2703,4340,39,109,148,81,196,277,120,305,60–70%,35–40%
Home,b8s/zp2,59.1454,16.3088,4.1521,3.3078,9.5488,12.1407,22952,117782,140734,953,3896,4849,38,53,91,167,306,473,205,359,50–60%,15–25%
Home,upp/3at,26.1368,27.8485,2.3751,3.6254,15.8405,25.6131,39072,101230,140302,928,3670,4598,44,103,147,232,708,940,276,811,25–40%,25–30%
BGM,1mt/m2b/xhh/a8p,18.0538,6.1012,1.4622,1.8918,1.6000,6.1470,8549,131571,140120,125,2489,2614,0,2,2,66,87,153,66,89,0–25%,5–15%
Home,bro/vev/lkl,31.7334,18.8489,2.0938,2.8333,5.9783,8.5199,26364,113506,139870,552,3216,3768,11,22,33,109,165,274,120,187,25–40%,15–25%
Lifestyle,clo/odx/od7/c7m,8.6223,17.3922,1.4733,2.4650,0.2801,1.2689,24231,115090,139321,357,2837,3194,0,1,1,20,16,36,20,17,0–25%,15–25%
Lifestyle,osp/iko/w4a,24.7798,17.0984,1.4914,2.2745,1.1268,1.7143,23803,115409,139212,355,2625,2980,3,1,4,21,24,45,24,25,0–25%,15–25%
Home,h1m/um7/yse/ixk,47.6661,36.3937,1.9719,2.6122,7.5075,10.8949,50663,88545,139208,999,2313,3312,31,44,75,108,144,252,139,188,40–50%,35–40%
Lifestyle,clo/qd8/lrt,77.2956,34.9133,2.3894,2.5469,7.2414,7.2451,48547,90503,139050,1160,2305,3465,42,42,84,79,88,167,121,130,70–100%,30–35%
Home,h1m/iee/3a7/a6i,99.1003,45.3277,3.8548,2.9442,8.3711,9.0421,62909,75878,138787,2425,2234,4659,111,92,203,112,90,202,223,182,70–100%,>40%
Home,jra/iwp/jwv,46.9088,31.4911,2.1068,2.9529,6.5646,9.1496,43384,94382,137766,914,2787,3701,39,21,60,145,110,255,184,131,40–50%,30–35%
Home,jra/iwp,72.0935,31.5003,2.4002,2.8492,9.7209,9.4705,43288,94133,137421,1039,2682,3721,56,45,101,128,126,254,184,171,70–100%,30–35%
Furniture,wwe/vmc/1qe,84.1658,39.9457,2.5196,2.8534,4.7757,4.7174,54851,82463,137314,1382,2353,3735,47,19,66,80,31,111,127,50,70–100%,35–40%
BGM,1mt/m2b/jt8/z6a,18.8984,11.2411,1.5293,2.3037,6.7797,8.3007,15432,121850,137282,236,2807,3043,8,8,16,90,143,233,98,151,0–25%,5–15%
EmergingElectronics,tyy/4mr/nkm,84.3606,43.5691,4.1978,4.0565,14.1600,14.7331,59555,77136,136691,2500,3129,5629,76,278,354,152,309,461,228,587,70–100%,>40%
Lifestyle,reh/cca/h76,61.9042,36.6331,3.1513,3.6886,6.2777,7.9549,50043,86563,136606,1577,3193,4770,43,56,99,80,174,254,123,230,60–70%,35–40%
Home,h1m/uls/78l/gjw,84.0170,37.1801,2.3987,2.7810,12.0988,11.0084,50652,85582,136234,1215,2380,3595,50,97,147,98,164,262,148,261,70–100%,35–40%
BGM,kyh/7j3/w47,65.5856,44.4049,2.6879,3.3956,5.1980,5.7512,60122,75273,135395,1616,2556,4172,60,24,84,98,49,147,158,73,60–70%,>40%
BGM,eat/5ht,60.5445,31.4028,2.8824,4.0286,10.8571,11.3904,42499,92836,135335,1225,3740,4965,49,84,133,169,257,426,218,341,60–70%,30–35%
BGM,hlc/20m/led/jih,146.3429,20.1236,5.0851,3.1995,12.2921,8.9172,27197,107953,135150,1383,3454,4837,41,129,170,57,251,308,98,380,>100%,15–25%
BGM,eat/pta,54.6866,29.6724,2.4709,3.5257,8.9159,10.4554,39945,94675,134620,987,3338,4325,32,56,88,82,267,349,114,323,50–60%,25–30%
EmergingElectronics,ajy/tcy,106.2412,4.9244,6.5086,4.0313,2.7842,4.2103,6622,127850,134472,431,5154,5585,7,5,12,47,170,217,54,175,>100%,<5%
Home,rja/z2d/eyn,53.3238,38.9626,4.3744,5.8020,19.0643,25.3788,52282,81903,134185,2287,4752,7039,187,249,436,514,692,1206,701,941,50–60%,35–40%
Home,h1m/um7/yse/eua,63.2854,31.9859,2.1493,2.1977,4.0305,4.3587,42712,90822,133534,918,1996,2914,12,25,37,20,67,87,32,92,60–70%,30–35%
BGM,1mt/0mi/rfk,66.2142,43.9819,4.0056,4.5491,17.0576,20.1946,58543,74564,133107,2345,3392,5737,105,295,400,214,471,685,319,766,60–70%,>40%
BGM,1mt/m2b/xzn/kkm,11.7193,7.4513,1.3864,2.1704,2.1898,4.5045,9882,122740,132622,137,2664,2801,2,1,3,57,63,120,59,64,0–25%,5–15%
BGM,kyh/pl5/ckx,35.6140,40.6469,3.5790,6.8532,20.6573,25.4291,53562,78212,131774,1917,5360,7277,183,213,396,576,787,1363,759,1000,25–40%,>40%
Large,j9e/m38/wqo,43.2645,37.3670,2.4256,2.7730,4.6064,7.2990,49225,82509,131734,1194,2288,3482,23,32,55,68,99,167,91,131,40–50%,35–40%
CoreElectronics,zlw/nyl/bvv,98.4879,38.7645,3.0139,2.4454,10.2798,10.3046,50997,80559,131556,1537,1970,3507,56,102,158,75,128,203,131,230,70–100%,35–40%
BGM,eat/xn7/dsl,173.1928,21.5581,3.6423,3.8825,7.1845,3.2290,28279,102897,131176,1030,3995,5025,35,39,74,51,78,129,86,117,>100%,15–25%
BGM,1mt/kiq/t8u/w2o,46.4303,35.6188,4.2529,5.1462,4.0868,6.4591,46604,84237,130841,1982,4335,6317,36,45,81,120,160,280,156,205,40–50%,35–40%
Lifestyle,clo/ash/ank/jqi,69.9701,24.5024,1.1820,2.0875,2.1164,1.1667,31980,98538,130518,378,2057,2435,4,4,8,6,18,24,10,22,60–70%,15–25%
EmergingElectronics,tyy/4mr/xxl,72.5720,30.8965,2.2058,2.2010,8.8864,11.1895,40302,90140,130442,889,1984,2873,9,70,79,68,154,222,77,224,70–100%,30–35%
Lifestyle,mcr/tfz/xnc,110.4771,31.7162,2.9435,2.7186,2.3140,2.9925,41107,88502,129609,1210,2406,3616,18,10,28,38,34,72,56,44,>100%,30–35%
BGM,abc/ulv/ixt/i5v/yjn,81.9922,37.8847,7.7657,7.8583,5.5935,5.7455,49036,80399,129435,3808,6318,10126,92,121,213,147,216,363,239,337,70–100%,35–40%
EmergingElectronics,igc/b4q,49.2974,5.6629,4.4238,3.4858,6.7901,8.3000,7324,122008,129332,324,4253,4577,13,9,22,153,200,353,166,209,40–50%,5–15%
CoreElectronics,6bo/ai3/7h1,74.0706,41.6575,3.4350,2.7166,9.0319,13.0371,53829,75389,129218,1849,2048,3897,34,133,167,61,206,267,95,339,70–100%,>40%
Large,j9e/abm/qh9/wvv,111.7838,2.4166,3.1230,2.3090,10.3093,6.9061,3106,125422,128528,97,2896,2993,3,7,10,99,101,200,102,108,>100%,<5%
Home,b8s/prq/4pp,36.5430,32.9653,2.8625,3.9905,5.9455,10.0204,42306,86029,128335,1211,3433,4644,32,40,72,121,223,344,153,263,25–40%,30–35%
Lifestyle,clo/vua/eum/4qq,226.2871,40.5100,2.3818,2.5935,2.8294,1.4156,51935,76268,128203,1237,1978,3215,14,21,35,12,16,28,26,37,>100%,>40%
BGM,1mt/ebm/rfr,134.3665,10.6480,3.9533,1.9711,6.3197,7.2412,13609,114199,127808,538,2251,2789,9,25,34,31,132,163,40,157,>100%,5–15%
BGM,1mt/bpx/bij/z6n,66.3770,40.1549,2.9665,3.4840,16.7984,20.3237,51171,76263,127434,1518,2657,4175,84,171,255,164,376,540,248,547,60–70%,>40%
Lifestyle,clo/h4p,136.2531,14.5797,1.6731,1.7364,1.9355,1.4324,18529,108559,127088,310,1885,2195,4,2,6,13,14,27,17,16,>100%,5–15%
Lifestyle,clo/vua/mle/y8t,105.3256,33.7858,1.9391,2.6936,2.1635,1.5453,42906,84088,126994,832,2265,3097,6,12,18,23,12,35,29,24,>100%,30–35%
BGM,dgv/j6t/sk7,44.6077,12.1280,4.5514,4.5803,8.5714,12.0886,15380,111434,126814,700,5104,5804,33,27,60,272,345,617,305,372,40–50%,5–15%
BGM,g9b/iph,67.0799,40.5373,3.9710,4.4115,11.4160,13.1389,51398,75394,126792,2041,3326,5367,98,135,233,161,276,437,259,411,60–70%,>40%
Home,b8s/8dw/xya,49.7979,40.6075,1.8266,2.2821,4.4776,7.0012,51351,75106,126457,938,1714,2652,26,16,42,77,43,120,103,59,40–50%,>40%
Large,j9e/abm/ve9/hlv,35.3092,15.1509,3.7219,4.6754,9.5372,10.6659,19157,107284,126441,713,5016,5729,5,63,68,57,478,535,62,541,25–40%,15–25%
CoreElectronics,6bo/g0i/y7i,29.8805,1.6205,5.7645,5.4832,6.7797,10.8160,2047,124270,126317,118,6814,6932,7,1,8,582,155,737,589,156,25–40%,<5%
BGM,eat/j70,44.3851,24.6775,4.0148,4.3098,9.5124,15.2476,31160,95109,126269,1251,4099,5350,57,62,119,239,386,625,296,448,40–50%,15–25%
Home,h1m/hww/fgi/ioz,64.9887,18.4146,2.9009,2.5577,11.2927,13.5032,23200,102787,125987,673,2629,3302,29,47,76,128,227,355,157,274,60–70%,15–25%
Lifestyle,clo/qfl/dru/jao,37.6048,27.5935,1.8554,2.6066,0.9317,1.2216,34709,91078,125787,644,2374,3018,4,2,6,22,7,29,26,9,25–40%,25–30%
Home,jhg/6w8/gde,53.7090,24.0724,1.8693,2.7670,6.3717,5.8757,30226,95337,125563,565,2638,3203,23,13,36,83,72,155,106,85,50–60%,15–25%
BGM,kyh/7j3/lcl,105.6541,43.5174,4.5675,3.8314,9.3173,9.1479,54516,70758,125274,2490,2711,5201,89,143,232,94,154,248,183,297,>100%,>40%
BGM,abc/fvf,63.9420,7.9417,2.1425,2.2807,5.1887,4.7401,9895,114700,124595,212,2616,2828,2,9,11,42,82,124,44,91,60–70%,5–15%
Home,upp/i7t/obo,41.3050,16.2472,2.7100,2.7115,8.6239,12.0598,20111,103670,123781,545,2811,3356,21,26,47,184,155,339,205,181,40–50%,15–25%
CoreElectronics,zlw/nyl/bvv/ozv,42.3070,34.0374,4.3989,4.8681,6.8538,11.3739,42124,81634,123758,1853,3974,5827,66,61,127,180,272,452,246,333,40–50%,30–35%
CoreElectronics,6bo/jdy/nl6/dvs,111.0046,31.5544,4.7753,3.4983,14.1631,10.8373,39034,84670,123704,1864,2962,4826,22,242,264,65,256,321,87,498,>100%,30–35%
BGM,eat/anl,85.5506,27.9912,3.0714,4.1197,7.8081,7.1701,34610,89036,123646,1063,3668,4731,51,32,83,145,118,263,196,150,70–100%,25–30%
Home,b8s/gdd,59.8869,20.1259,2.9382,2.8105,7.6607,8.8649,24879,98738,123617,731,2775,3506,26,30,56,108,138,246,134,168,50–60%,15–25%
BGM,1mt/kiq/t8u/gbj,72.9773,37.4910,5.1074,3.2007,3.7257,4.8622,46247,77108,123355,2362,2468,4830,40,48,88,44,76,120,84,124,70–100%,35–40%
Home,jra/iwp/bmf,116.2885,43.6111,4.3177,3.4630,23.2127,20.6395,53779,69536,123315,2322,2408,4730,150,389,539,127,370,497,277,759,>100%,>40%
BGM,1mt/d0x/zab/zqt,13.4607,8.9494,1.7973,2.0732,1.5228,4.3685,10961,111517,122478,197,2312,2509,1,2,3,34,67,101,35,69,0–25%,5–15%
BGM,hlc/ah4/2bl/fbe,48.8280,37.7623,4.6154,5.6099,19.0052,25.3455,46172,76098,122270,2131,4269,6400,131,274,405,306,776,1082,437,1050,40–50%,35–40%
BGM,gsx/bfk,73.0043,30.6914,3.1109,2.9302,12.7897,15.4560,37449,84569,122018,1165,2478,3643,36,113,149,87,296,383,123,409,70–100%,30–35%
